ProductID,Product,Category,Sub_category,ProductBrand,Price  ,Market_price,Type,Rating
429,Basmati Rice/Basmati Akki - Rozana Super 90,"Foodgrains, Oil & Masala",Rice & Rice Products,Daawat ,340,390,Basmati Rice,3.9
430,Milk power Frappe Milkshake - Belgian Chocolate,"Bakery, Cakes & Dairy",Dairy,Real,27,30,"Flavoured, Soya Milk",4.2
431,"Peanut Butter - Unsweetened, Crunchy",Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Happy Jars,275,275,Choco & Nut Spread,3.8
432,Salem Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,24.75,33,Powdered Spices,4.4
433,Body Fragrance - Alexander,Beauty & Hygiene,Fragrances & Deos,Park avenue,149.25,199,Men's Deodorants,4.3
434,"Steel Storage/Lunch Container- No.1, Blue, Klip It","Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,79,119,Steel Storage Containers,3.1
435,Ladies Finger,Fruits & Vegetables,Fresh Vegetables,Fresho,26.73,35,"Beans, Brinjals & Okra",
436,Aloe Vera Juice - Purifies Blood & Boosts Immunity,Gourmet & World Food,Drinks & Beverages,Jiva Ayurveda,220,220,Health Drinks,1
437,"Balloon - Polka Dot, 12 Inch",Cleaning & Household,Party & Festive Needs,B Vishal,99,129,"Caps, Balloons & Candles",3.9
438,School/Stationery Kit,Cleaning & Household,Stationery,BIC Cello,49,49,"Pen, Pencils",4.1
439,Face Wash - White Tea & Chamomile,Beauty & Hygiene,Skin Care,Aroma Magic ,129.5,185,Face Care,4.2
440,Bathroom Cleaner,Cleaning & Household,All Purpose Cleaners,PureCult,209.3,299,Toilet Cleaners,4
441,Imperial Desert Set - Aqua Leaves,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,419,625,Plates & Bowls,2.8
442,Solitaire Storage Transparent Pet Container Set - Green Lid,"Kitchen, Garden & Pets",Storage & Accessories,Steelo,409,969,Containers Sets,4.2
443,Organic Cold Pressed Virgin Coconut Oil,Gourmet & World Food,Oils & Vinegar,GoodDiet,239,365,Organic & Cold Press Oil,4.4
444,DiaFree Juice,Beverages,Fruit Juices & Drinks,Kapiva Ayurveda,420,420,Juices,
445,Hand Wash Rose & Geranium - Anti Bacterial,Beauty & Hygiene,Bath & Hand Wash,Morpheme Remedies,349,349,Hand Wash & Sanitizers,5
446,Namkeen - Flattend Rice Mixture,Snacks & Branded Foods,Snacks & Namkeen,Sln  ,38,38,Namkeen & Savoury Snacks,4
447,Borosilicate Glass Rectangular Food Container With Green Lid,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,209,339,Containers Sets,
448,Black Naturals,Beauty & Hygiene,Hair Care,Garnier,37,39,Hair Color,4.2
449,Sorghum Rava/ Semolina,Gourmet & World Food,Cooking & Baking Needs,Dhatu Organics & Naturals,80,80,Flours & Pre-Mixes,4.4
450,Sensitive Toothpaste - Fresh Mint,Beauty & Hygiene,Oral Care,Sensodyne,215.6,230,Toothpaste,4.3
451,Floor Cleaner - Lime,Cleaning & Household,All Purpose Cleaners,Floroma,70,70,Floor & Other Cleaners,3.8
452,Hair Serum - Anti-Dandruff,Beauty & Hygiene,Hair Care,Aroma Magic ,637.5,750,Hair Oil & Serum,1
453,"Face Mask 3-Layer Surgical - Disposable, Anti-Dust & Anti-Pollution, With Earloop",Beauty & Hygiene,Health & Medicine,Octus,79,99,Face Masks & Safety Gears,3.5
454,Veda Keto-Slim Ultra Weight Loss,Beauty & Hygiene,Health & Medicine,Vedapure,1699,1699,Ayurveda,
455,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg","Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,575,745,Basmati Rice,
456,Tapioca,Fruits & Vegetables,Fresh Vegetables,Fresho,17,21.25,Root Vegetables,
457,Organic - Kalonji,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,47.5,50,Organic Masalas & Spices,4.2
458,Savoury - Pizza,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Miaow Miaow,190,190,"Healthy, Baked Snacks",
459,Water/Juice Glass Tumbler - Volvic 3303,"Kitchen, Garden & Pets",Crockery & Cutlery,Roxx,425,425,Glassware,
460,Red Poha,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,80,80,"Organic Rice, Other Rice",4
461,Brightening Serum,Beauty & Hygiene,Skin Care,Kaya Clinic,942,1450,Face Care,4
462,Ivory Glass Bottle - Orange & Yellow Floral,"Kitchen, Garden & Pets",Storage & Accessories,Treo,190,190,Water & Fridge Bottles,
463,Sheer Perfume For Women - EDP,Beauty & Hygiene,Fragrances & Deos,Skinn by Titan,1435.5,1595,Eau De Parfum,4.4
464,Dog Treats - Diced Chicken,"Kitchen, Garden & Pets",Pet Food & Accessories,Chip Chops,195,195,Pet Meals & Treats,
465,Baking Powder - Double Acting,Gourmet & World Food,Cooking & Baking Needs,By Nature,145,145,"Baking, Cake Decorations",5
466,"Ready Mix - Kheer, Vermicelli",Snacks & Branded Foods,Ready To Cook & Eat,Gits,53,60,Dessert Mixes,4.3
467,Scrubbing Broom Brush - Outdoor,Cleaning & Household,"Mops, Brushes & Scrubs",Ezy Be,256.5,285,Toilet & Other Brushes,4.5
468,Organic Wheat Dalia,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,52.25,55,Organic Flours,4.1
469,Moisturizing Body Bath - Green Tea & Milk,Beauty & Hygiene,Bath & Hand Wash,Skin Cottage ,279,279,Shower Gel & Body Wash,
470,The Original Kashaya - Caffeine Free,Gourmet & World Food,Drinks & Beverages,6 Rasa,279,279,Health Drinks,4.8
471,Nizami Hyderabadi Cuisine,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,395,395,"Curry Paste, Coconut Milk",
472,Elegance Deodorizing Talc - For Men,Beauty & Hygiene,Men's Grooming,Yardley London,157.25,185,Talc,4.4
473,"LED Bulb - 10 Watt CDL Round Base Lyor 5 Star Series, Cool Day Light White, B22","Kitchen, Garden & Pets",Appliances & Electricals,Crompton,149,285,CFL & Led Bulbs,
474,Organic Rasam Ready Mix - Long Pepper,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,85,85,Breakfast & Snack Mixes,4.2
475,Gold Caramel Candy,Snacks & Branded Foods,Chocolates & Candies,ALPENLIEBE,50,50,"Toffee, Candy & Lollypop",4.3
476,Masala - Birayani Pulao,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,80,80,Blended Masalas,4.2
477,Hair Fall Control Oil,Beauty & Hygiene,Hair Care,Dr Batra's ,145,290,Hair Oil & Serum,4
478,Bio Renew White Strawberry & Sweet Mint Conditioner,Beauty & Hygiene,Hair Care,Herbal Essence,468,650,Shampoo & Conditioner,4.4
479,"Comfort Bathroom Stool Plastic/Patla - Plain, Big, Assorted",Cleaning & Household,Bins & Bathroom Ware,JOYO,259,426,"Bath Stool, Basin & Sets",3.4
480,Bounce Biscuits - Elaichi Creme,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,27,30,Cream Biscuits & Wafers,4.1
481,"Pumice Stone & Emery Foot Filer - FFL3407, Colour May Vary",Beauty & Hygiene,Bath & Hand Wash,Kaiv,175,175,Bathing Accessories,3.8
482,Olive Oil - Classic,Gourmet & World Food,Oils & Vinegar,La Espanola,589,1350,"Pure, Pomace Olive Oil",
483,Light Soy Sauce - Reduced Salt,Gourmet & World Food,"Sauces, Spreads & Dips",Tai Hua,346.5,385,Thai & Asian Sauces,3.9
484,"Kitchen Cleaning/Dusting Microfibre Cloth - Red & Grey, G130064RG",Cleaning & Household,"Mops, Brushes & Scrubs",Liao,219,258,Dust Cloth & Wipes,4
485,Painting Kit,Cleaning & Household,Stationery,Doms,196,199,Colours & Crayons,4.7
486,Diamond Skin Brightening Kit - Consumer Pack,Beauty & Hygiene,Skin Care,Joy,150,250,Face Care,4
487,Organic - Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,32,40,Organic Masalas & Spices,4.7
488,Natural Neem Agarbatti,Cleaning & Household,Fresheners & Repellents,Good knight,180,180,Mosquito Repellent,3
489,Raspberry Strawberry Preserve,Gourmet & World Food,"Sauces, Spreads & Dips",The Gourmet Jar,349,349,"Jams, Marmalade, Spreads",3.5
490,Meghdoot Honey Almond Body Lotion,Beauty & Hygiene,Skin Care,Meghdoot,195,195,Body Care,
491,Hajmola Maha Candy - Aam+Imli,Beauty & Hygiene,Health & Medicine,Dabur,117,130,Supplements & Proteins,4.4
492,Rice Bran Oil,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Fortune ,173,215,"Sunflower, Rice Bran Oil",4.1
493,"N95 Washable Face Mask - Blue, Medium",Beauty & Hygiene,Health & Medicine,Nirvana,299,395,Face Masks & Safety Gears,3.8
494,Coriander Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Patanjali,24,24,Powdered Spices,4.2
495,Dressing - Creamy Caesar,Gourmet & World Food,"Sauces, Spreads & Dips",American Garden ,270,270,Salad Dressings,3.9
496,Shishu Taila - For Healthy Skin & Stronger Bones,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,200,200,Ayurveda,
497,Chocolate Flavoured Lubes,Beauty & Hygiene,Health & Medicine,Skore,300,300,Sexual Wellness,2.3
498,Free Range Eggs - Omega 3,"Eggs, Meat & Fish",Eggs,Happy Hens Farms,150,150,Farm Eggs,
499,Whiteglow Skin Whitening & Brightening Gel Creme PA+++ - SPF 25,Beauty & Hygiene,Skin Care,Lotus Herbals,292.5,390,Face Care,4.3
500,Premium Californian Roasted & Salted Pistachios - Value Pack,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,656.25,875,Dry Fruits & Berries,
501,Active Baby Medium (6-11 kg) - 62 Diapers,Baby Care,Diapers & Wipes,Pampers ,1077.02,1099,Diapers,4.4
502,Nutrition & Health Drink - Pista Badam,Beverages,"Health Drink, Supplement",Complan,315,315,Kids (5+Yrs),4.4
503,Chocolate Biscuits - Cream 4 Fun,Snacks & Branded Foods,Biscuits & Cookies,Dukes,25,30,Cream Biscuits & Wafers,4
504,Oat Krunch - Dark Chocolate,Gourmet & World Food,Chocolates & Biscuits,Munchys,125,125,"Cookies, Biscotti, Wafer",5
505,Soft & Fresh Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,72,72,Bathing Bars & Soaps,4.4
506,Oxygen Moisture Shampoo,Beauty & Hygiene,Hair Care,Dove,466.2,630,Shampoo & Conditioner,4.2
507,"Almond Milk - Unsweetened, Lactose-Free, Plant-Based Milk Alternative",Gourmet & World Food,Dairy & Cheese,Urban Platter,237.5,250,Milk & Soya Drinks,4.2
508,Herbal Vedaprash Immunity Booster,Beauty & Hygiene,Health & Medicine,Vedapure,649,649,Ayurveda,
509,"Table Ring - Trivet Round, Dia-13 cm","Kitchen, Garden & Pets",Kitchen Accessories,Kvg,45,59,Kitchen Tools & Other Accessories,3.7
510,Premium International Healthy Nutmix - Value Pack,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,401.33,599,Dry Fruits & Berries,
511,Non Scratch Sponge,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,57,70,"Utensil Scrub-Pad, Glove",4.3
512,Premium Care XXXL - 23 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,850.26,1149,Diapers,3.8
513,Drumstick - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,13,16.25,Organic Vegetables,
514,Moisturzing Cream - Intense,Beauty & Hygiene,Skin Care,Dr.Batra'S,175,350,Face Care,
515,Shikakai - Amla and Bhringraj,Beauty & Hygiene,Bath & Hand Wash,Godrej,20.9,22,Bathing Bars & Soaps,4.2
516,Amritsari Chhole Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,40.95,63,Blended Masalas,4.1
517,Meswak Toothpaste,Beauty & Hygiene,Oral Care,Dabur,426.3,525,Toothpaste,4.3
518,Tofu Supreme - Regular,"Bakery, Cakes & Dairy",Non Dairy,Soyfit,108,120,"Paneer, Tofu & Cream",2.8
519,Honey Sunflower,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,110.5,130,Roasted Seeds & Nuts,4.7
520,Premium Raw Organic Authentic Flaxseeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,59.4,99,Roasted Seeds & Nuts,4.5
521,Ultra Protect Spray,Beauty & Hygiene,Bath & Hand Wash,Dr Rhazes,340,400,Hand Wash & Sanitizers,3.5
522,Chia Mango Mint Jam,Gourmet & World Food,"Sauces, Spreads & Dips",Prasukh,126,140,"Jams, Marmalade, Spreads",3.5
523,Asafoetida - Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Double Horse,90.25,95,Powdered Spices,4.3
524,"Pure Maple Syrup - Product Of Canada, Grade A, Robust Taste",Gourmet & World Food,"Sauces, Spreads & Dips",Urban Platter,900,1000,Honey & Maple Syrup,4.7
525,Flucon Tablets - Fights Allergy Naturally,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,110,110,Ayurveda,
526,Tagara (Valerian) - Tablets,Beauty & Hygiene,Health & Medicine,Himalaya Wellness,145.2,165,Supplements & Proteins,4.8
527,Masala - Pav Bhaji,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,66,66,Blended Masalas,4.1
528,Cereal Flip Lid Container/Storage Jar - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Nakoda,79,107,"Laundry, Storage Baskets",4.6
529,Greek Yogurt Smoothie - Strawberry,Gourmet & World Food,Drinks & Beverages,Epigamia ,49,70,Milk & Soya Drinks,4
530,Marvel Spiderman Metal Kids Pencil Box,Cleaning & Household,Stationery,Hm International,149,149,Exam Pads & Pencil Box,3
531,Jeera Nibbles,Snacks & Branded Foods,Biscuits & Cookies,Dukes,39,50,Salted Biscuits,4.1
532,Pure Aloe Vera Gel,Beauty & Hygiene,Skin Care,Jeva,107,150,Body Care,3.7
533,Organic Quinoa Power Rice Cake,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Wise Crack,126.65,149,"Healthy, Baked Snacks",
534,Hair Styling Gel - High Hold With Wet Looks,Beauty & Hygiene,Men's Grooming,Man Arden,299,299,Hair Care & Styling,
535,Brazil - Single Origin Dark Chocolate,Gourmet & World Food,Chocolates & Biscuits,Toska Chocolates,320,320,"Luxury Chocolates, Gifts",5
536,Sesame Chikki,Snacks & Branded Foods,Indian Mithai,Paper Boat,300,300,Chikki & Gajjak,4
537,Jerk Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Bechef,160,200,Chilli & Soya Sauce,5
538,Organic Elicoidali Pasta,Gourmet & World Food,"Pasta, Soup & Noodles",Anmara,396,495,Pastas & Spaghetti,5
539,Elegant Fruit Center Filled Choco Assortment,Gourmet & World Food,Chocolates & Biscuits,KOKOLEKA,267.75,315,"Marshmallow, Candy, Jelly",5
540,"Basting Brush Kitchen Oil Cooking Tool - Silicon Plastic, Pink/Peach Assorted, BB1166","Kitchen, Garden & Pets",Bakeware,Casasunco,139,189,Baking Tools & Brushes,4.4
541,Baby Powder With Fragrance,Baby Care,Baby Bath & Hygiene,Pigeon,99,99,Baby Powder,3.8
542,Supple Bounce Body Lotion,Beauty & Hygiene,Skin Care,Dove,105.6,110,Body Care,4.5
543,Glass Serving Mixing Bowl,"Kitchen, Garden & Pets",Crockery & Cutlery,Gupta Glass Ideas,169,299,Glassware,2.8
544,Tawa Pav Bhaji Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,39.6,66,Blended Masalas,4
545,"Bathing Bar Soap - Germ Protection, Original",Beauty & Hygiene,Bath & Hand Wash,Dettol,335.81,440,Bathing Bars & Soaps,4.3
546,Nylon Rope,Cleaning & Household,Bins & Bathroom Ware,SSS,80,80,Other Plastic Ware,4.2
547,Cleaner - Jewelery,Cleaning & Household,All Purpose Cleaners,Weiman,575,575,Floor & Other Cleaners,
548,Tasty Ragi Chivda,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Graminway,99,99,"Healthy, Baked Snacks",
549,Crunchy & Creame Wafer Biscuit - Vanilla,Gourmet & World Food,Chocolates & Biscuits,Harveys,89.1,99,"Cookies, Biscotti, Wafer",3.3
550,Fevicryl - Pearl Kit,Cleaning & Household,Stationery,Pidilite,108,110,Colours & Crayons,4.2
551,"Deluxe Granite Non-Stick Omni Tawa, 250 mm (36301)","Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,870,1020,Tawa & Sauce Pan,3.5
552,"Granola - Choco, Almond & Cookies",Snacks & Branded Foods,Breakfast Cereals,Fit & Flex,245,265,Granola & Cereal Bars,
553,Peanut Brittle - With Jaggery,Gourmet & World Food,Chocolates & Biscuits,Lindberg,119,199,"Luxury Chocolates, Gifts",
554,For Man Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Jacques Bogart,2415,3450,Eau De Toilette,2
555,"Novawhite Glutathione & Vitamin C Cream - For Men & Women, Suitable For all Skin Types",Beauty & Hygiene,Skin Care,Bionova,675,675,Face Care,
556,"Klick Lead - 10HB, 10 Leads",Cleaning & Household,Stationery,Camlin,98,100,"Pen, Pencils",
557,Bhumyalakki Tablets,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,120,120,Ayurveda,
558,Juice/Milk Mugs,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,229,280,Glassware,3
559,Pizza Topping,Gourmet & World Food,Tinned & Processed Food,HappyChef,139,189,"Olive, Jalapeno, Gherkin",
560,Shaving Foam,Beauty & Hygiene,Men's Grooming,Red Hunt,68,85,Shaving Care,2.5
561,Mix - Rava Dosai,Snacks & Branded Foods,Ready To Cook & Eat,Gits,60,60,Breakfast & Snack Mixes,4.3
562,Aloe Vera - Organically grown,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,40,50,Organic Vegetables,
563,"Green Tea - Mint, Good morning",Beverages,Tea,Wagh Bakri,75,150,Green Tea,4.5
564,Bathing Soap - Cucumber & Coconut,Beauty & Hygiene,Bath & Hand Wash,Himalaya,99.36,120,Bathing Bars & Soaps,4.2
565,Imitation - Crab Sticks,"Eggs, Meat & Fish",Fish & Seafood,Gadre,195,195,Frozen Fish & Seafood,
566,Shot Body Spray - Royal Jade,Beauty & Hygiene,Fragrances & Deos,Layerr,165.75,195,Men's Deodorants,4.5
567,Camne Vid,Beauty & Hygiene,Health & Medicine,Dabur,572,572,Ayurveda,
568,Madrid - Dessert Spoons,"Kitchen, Garden & Pets",Crockery & Cutlery,FNS,359,510,"Cutlery, Spoon & Fork",5
569,Raw Chia Basil Seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,450,450,"Healthy, Baked Snacks",
570,Jalapeno Pasta Sauce 385 g + Sriracha Chilli Sauce 185 g + Hot Sauce 75 ml,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Habanero,475.2,528,Chilli & Soya Sauce,
571,"Shot Body Spray - Gold, Passion",Beauty & Hygiene,Fragrances & Deos,Layerr,175.5,195,Body Sprays & Mists,4.3
572,Toilex With Roundy Cont.- Vf,Cleaning & Household,"Mops, Brushes & Scrubs",Gala,220,220,Toilet & Other Brushes,2
573,"Toilet Roll - 4 Rolls, 3 ply",Cleaning & Household,"Disposables, Garbage Bag",Paseo,325,325,Toilet Paper,4.1
574,Pumpkin Oil - Cold Pressed,Gourmet & World Food,Oils & Vinegar,Health 1st,625,625,Flavoured & Other Oils,
575,Darjeeling White Teabags - Reeti,Beverages,Tea,Teamonk,525,875,Exotic & Flavoured Tea,
576,Twin Bucket Spin Mop - Green - 2 Refills,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,1150,1300,"Mops, Wipers",2.8
577,Expanding Folder,Cleaning & Household,Stationery,B Vishal,224,329,"Notebooks, Files, Folders",3.6
578,Mouthwash Liquid - Cool Mint With Mild Taste,Beauty & Hygiene,Oral Care,Listerine,220.5,245,Mouthwash,4.3
579,Quick Chai Masala,Beverages,Tea,Tata Tea,109.2,140,Leaf & Dust Tea,3.5
580,Non Alcoholic Beverage - Mango Chilli Mojito Mixer,Gourmet & World Food,Drinks & Beverages,JIMMY'S COCKTAILS,99,99,Cocktail Mixes,
581,Intimate Lightening Serum,Beauty & Hygiene,Skin Care,Namyaa,750,750,Intimate Wash & Care,4
582,Olive Oil - Pomace,Gourmet & World Food,Oils & Vinegar,La Espanola,309,889,"Pure, Pomace Olive Oil",
583,X-Tenso Care Straight Masque,Beauty & Hygiene,Hair Care,LOreal Professionnel,685,685,Hair & Scalp Treatment,4
584,Monosodium Glutamate,Gourmet & World Food,Cooking & Baking Needs,Puramate,31.5,35,"Baking, Cake Decorations",4.5
585,Pomace Olive Oil,Gourmet & World Food,Oils & Vinegar,Fragata,325,325,"Pure, Pomace Olive Oil",
586,"Puppy Dog Treat - Chicken & Liver Chunks, (Rs 25 Off ) Value Saver Pack","Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,465,500,Pet Meals & Treats,4.5
587,Masala - Vegetable,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,43.7,46,Blended Masalas,4.1
588,Cheese - Mozzarella & Cheddar,Gourmet & World Food,Dairy & Cheese,Dairy Craft,240,240,International Cheese,
589,Baby Oil With Fruit Extracts,Baby Care,Baby Bath & Hygiene,Mee Mee,343.2,429,Baby Oil & Shampoo,
590,Soya Milk - Vanilla,"Bakery, Cakes & Dairy",Non Dairy,Sofit ,77.17,105,"Flavoured, Soya Milk",4.2
591,Sunlite Spray,Beauty & Hygiene,Skin Care,Aroma Magic ,475,475,Face Care,
592,Max Fresh New Super Plastic Lunch Box/Tiffin Box - Blue,"Kitchen, Garden & Pets",Storage & Accessories,Cello,469,602,Lunch Boxes,4.5
593,Fruit Yoghurt - Mango,"Bakery, Cakes & Dairy",Dairy,Milky Mist,79,160,Yogurt & Shrikhand,4
594,Chipotle Pepper Sauce,Gourmet & World Food,Cooking & Baking Needs,Tabasco,749,749,"Curry Paste, Coconut Milk",4.8
595,Dairy Milk Black Forest - Imported,Gourmet & World Food,Chocolates & Biscuits,Cadbury,350,350,International Chocolates,5
596,Organic Brown Sugar/Sakkare,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,77,77,"Organic Sugar, Jaggery",4.1
597,Ready to Eat - Chicken Darbari,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,190,200,Heat & Eat Ready Meals,3.9
598,Nuts Hazelnuts regular,Gourmet & World Food,Chocolates & Biscuits,Sapphire,400,400,"Luxury Chocolates, Gifts",3
599,Roasted Sunflower Pumpkin & Flax Seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,500,500,Roasted Seeds & Nuts,4.2
600,Organic Paneer,"Bakery, Cakes & Dairy",Dairy,Farm Connect,115,125,"Paneer, Tofu & Cream",3.1
601,"Multipurpose Plastic Basket - Laundry/Clothes, Blue, Oval",Cleaning & Household,Bins & Bathroom Ware,Ratan,149,230,"Laundry, Storage Baskets",3.6
602,"Man-In-Charge - Aqua Blue, Eau De Parfum",Beauty & Hygiene,Fragrances & Deos,OGA,700,700,Eau De Parfum,
603,Ayurvedic Karela Powder,Beauty & Hygiene,Health & Medicine,Meghdoot,60,60,Ayurveda,
604,Sweetss - Badam halwa,Snacks & Branded Foods,Indian Mithai,Sangam Sweets,600,600,Fresh Sweets,
605,Pre Shave Foam - Classic Sensitive Skin,Beauty & Hygiene,Men's Grooming,Gillette,180,225,Shaving Care,4.3
606,Tomato Ketchup,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Madhur,110,110,Tomato Ketchup & Sauces,4
607,Premium Flat Square Plastic Container Set - Blue,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,69,115,Containers Sets,4.1
608,Lime Fresh 500 ml + Laundry San- Spring Blossom 480 ml,Cleaning & Household,All Purpose Cleaners,Dettol,303.3,363,Disinfectant Spray & Cleaners,
609,Touch 'N' Fresh - Wild Lavender,Cleaning & Household,Fresheners & Repellents,Glade,120,120,Air Freshener,4
610,Crushed Chikki Peanut Bar,Snacks & Branded Foods,Indian Mithai,Paper Boat,300,300,Chikki & Gajjak,4.1
611,"Sausage - Chicken, Cocktail","Eggs, Meat & Fish","Sausages, Bacon & Salami",Quickee'S,205,205,Chicken Sausages,
612,Make Up Remover+Brightening Nigt Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,869,1230,Face Care,
613,Pore Shrinking Face Pack,Beauty & Hygiene,Skin Care,TJORI,299.4,499,Face Care,5
614,Wafers - Vanilla & Hazelnut,Gourmet & World Food,Chocolates & Biscuits,Harveys,67.5,75,"Cookies, Biscotti, Wafer",2.8
615,Wasabi Coated Green Peas,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,70,70,"Healthy, Baked Snacks",
616,Hair Spa Detoxifying Shampoo,Beauty & Hygiene,Hair Care,LOreal Professionnel,399,399,Shampoo & Conditioner,3.6
617,Fruit Power Juice- Mixed Berries,Beverages,Fruit Juices & Drinks,Real,96.8,110,Juices,
618,Nilgiris Green Tea - Zoho Lemongrass,Beverages,Tea,Teamonk,200,400,Exotic & Flavoured Tea,5
619,Borosilicate Glass Round Food Container With Dark Blue Lid,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,239,399,Containers Sets,
620,Cloth Clip,Cleaning & Household,Bins & Bathroom Ware,Reliance,240,240,"Hangers, Clips & Rope",2.8
621,Original Soap,Beauty & Hygiene,Bath & Hand Wash,Tabac,517.5,575,Bath & Shower,4
622,Daily Defence Instant Fairness Cream,Beauty & Hygiene,Men's Grooming,Qraa Men,240,240,Face & Body,
623,Kashmiri Kahwa Green Tea,Gourmet & World Food,Drinks & Beverages,TGL Co.,243.75,325,Gourmet Tea & Tea Bags,
624,Cookies - Atta Desi Ghee,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Tasties,37.25,149,"Bakery Biscuits, Cookies",
625,Biscuits - Badam Pista,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Tasties,85,99,"Bakery Biscuits, Cookies",
626,Gulabari Moisturising Cold Cream,Beauty & Hygiene,Skin Care,Dabur,76.8,80,Face Care,4.2
627,"Glass Bottle With Removable Fabric Cover - Grey, BB1317","Kitchen, Garden & Pets",Storage & Accessories,DP,209,389,Water & Fridge Bottles,
628,All Time Plastic Soup Strainer - Assorted Colour,"Kitchen, Garden & Pets",Kitchen Accessories,All Time,48,52,"Strainer, Ladle, Spatula",3.7
629,"Active Salt Toothpaste - Saver Pack 300 g + Mouthwash - Plax, Active Salt 250 ml",Beauty & Hygiene,Oral Care,Colgate,171.5,268,Toothpaste,
630,"Baby Food with Sprouted Grains - Ragi Rich, 6+ Months, Rich in Vitamins & Minerals, No Milk",Baby Care,Baby Food & Formula,Manna ,99,99,Baby Food,4.1
631,Biofluence Therapeutic Shampoo,Beauty & Hygiene,Hair Care,Hair4U,307.5,410,Shampoo & Conditioner,
632,Vitamin D3 Tablets - 5000 IU D3,Beauty & Hygiene,Health & Medicine,PureFoods,550,550,Supplements & Proteins,
633,Organic Kala Chana,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,64,85,Organic Dals & Pulses,4
634,Soya Nuts - Roasted,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutty Yogi,49,49,"Healthy, Baked Snacks",
635,Potato Crisp Chips - Original,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Chizzpa,175,175,Nachos & Chips,
636,5 Star Oreo Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,35,35,Chocolates,4.4
637,Pad Thai Noodles,Gourmet & World Food,"Pasta, Soup & Noodles",Real Thai,210,210,Imported Noodles,4.3
638,Xanthan Gum,Gourmet & World Food,Cooking & Baking Needs,Purix,90.25,95,"Baking, Cake Decorations",4
