ProductID,Product,Category,Sub_category,ProductBrand,Price  ,Market_price,Type,Rating
222,Plastic Dustbin - Beige,Cleaning & Household,Bins & Bathroom Ware,DP,249,449,Dustbins,4.1
223,"Pineapple - Chunks, Single Serve",Fruits & Vegetables,Fresh Fruits,Fresho,19,23.75,"Cut Fruit, Tender Coconut",
224,Jeera Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,44.2,52,Powdered Spices,4.1
225,Pure Neem Skin Purifying Face Wash,Beauty & Hygiene,Skin Care,Joy,90,120,Face Care,4.3
226,Lemon - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,33.6,42,Organic Vegetables,
227,Lavender & Vanilla Handmade Luxury Soap,Beauty & Hygiene,Bath & Hand Wash,StBotanica,275,275,Bathing Bars & Soaps,5
228,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver","Kitchen, Garden & Pets",Cookware & Non Stick,United,2059,2424,Pressure Cookers,3
229,"Steel Deep Dabba/Storage Container - No. 12, Plain","Kitchen, Garden & Pets",Steel Utensils,BB Home,249,339,Steel Storage Containers,
230,Chyawan Fit Sugarfree Chyawanprash - Natural Immunity Booster,Beauty & Hygiene,Health & Medicine,Baidyanath,225,225,Supplements & Proteins,5
231,Morning Dew Perfumed Talc 250 g + English Lavender Perfumed Talc 250 g,Beauty & Hygiene,Bath & Hand Wash,Yardley London,329.8,400,Talcum Powder,
232,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,140,140,Chocolates,3.6
233,Banana Stem - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,32,40,Cut & Peeled Veggies,
234,Chilli Flakes,Gourmet & World Food,Cooking & Baking Needs,On1y,99,99,"Herbs, Seasonings & Rubs",4.3
235,Bite & Sip Flask And Lunch Box/Tiffin Box - Green Colour,"Kitchen, Garden & Pets",Storage & Accessories,Asian,319,495,Lunch Boxes,3.5
236,Namkeen - Khara Boondi,Snacks & Branded Foods,Snacks & Namkeen,Tasties,49,85,Namkeen & Savoury Snacks,4
237,Raw Seeds - Sunflower Pumpkin Flax Seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,166,175,Roasted Seeds & Nuts,4.4
238,"Garnet LED White Bulb - 14 Watt, Cool Day, B22","Kitchen, Garden & Pets",Appliances & Electricals,Wipro,199,320,CFL & Led Bulbs,3.5
239,Tempeh Cubes - Simply Sriracha Soyabean,"Bakery, Cakes & Dairy",Dairy,Hello Tempayy,135,150,"Paneer, Tofu & Cream",5
240,Green Tea Gentle Detox Set,Beauty & Hygiene,Skin Care,The Moms Co,972,972,Body Care,
241,Fresh Catch Fish Fingers,"Eggs, Meat & Fish",Fish & Seafood,Ifb,240,240,Frozen Fish & Seafood,
242,Sour Cream & Onion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Appitas,95,95,Nachos & Chips,2.8
243,Xylitol Powder,Gourmet & World Food,Cooking & Baking Needs,So Sweet,350,350,Exotic Sugar & Salt,5
244,Glass Amaze Air Tight Jar - Pink,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,289,358,Glassware,
245,Sixer Biscuits - Salted,Snacks & Branded Foods,Biscuits & Cookies,Parle,60,60,Salted Biscuits,4.2
246,"Gokshuradi Guggulu - Urinary Disorders, 500mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,80,80,Ayurveda,
247,Peach Shine Lip Care,Beauty & Hygiene,Skin Care,Himalaya,112.5,150,Lip Care,4
248,Skincare Hand Wash Refill,Beauty & Hygiene,Bath & Hand Wash,Dettol,218,218,Hand Wash & Sanitizers,4.3
249,4mm Aluminium Induction Base Chapati Roti Tawa - Silver,"Kitchen, Garden & Pets",Cookware & Non Stick,HAZEL,649,1289,Tawa & Sauce Pan,
250,Mix - Rava Idli,Snacks & Branded Foods,Ready To Cook & Eat,Grb,110,110,Breakfast & Snack Mixes,4.1
251,Impress Concentrated Perfume Free From Alcohol For Male,Beauty & Hygiene,Fragrances & Deos,Ajmal,300,500,Attar,
252,Skin Awakening Rinse,Beauty & Hygiene,Skin Care,Kaya Clinic,432,480,Face Care,5
253,Pacific Steel Insulated Vacuum Flask,"Kitchen, Garden & Pets",Flask & Casserole,BB Home,609,999,Vacuum Flask,
254,Regenerist - Advanced Anti-Ageing Revitalising Hydration Skin Cream Moisturizer SPF 15,Beauty & Hygiene,Skin Care,Olay,1049.25,1399,Face Care,4.1
255,Cotton Swabs,Beauty & Hygiene,Health & Medicine,SINWUAS,39,69,Cotton & Ear Buds,
256,"Tropical Fruit Pudding - Lychee, Mango, Strawberry Flavoured",Gourmet & World Food,Chocolates & Biscuits,Cocon,63.75,75,"Marshmallow, Candy, Jelly",4
257,Pippali Fruit Powder - Supports Healthy Digestive & Immune System,Beauty & Hygiene,Health & Medicine,Bixa Botanical,595,595,Ayurveda,
258,Salt & Peeper Shaker Masala Dabbi With Window,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,89,125,Kitchen Tools & Other Accessories,3.2
259,Organic - Triphala Powder,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,94.05,99,Organic Masalas & Spices,4.2
260,Aeda Glycerine Bathing Bar - Natural Green,Beauty & Hygiene,Bath & Hand Wash,K.P. Namboodiris,35,35,Bathing Bars & Soaps,4.7
261,Chicken Cocktail Sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,171.6,220,Chicken Sausages,
262,Sun Expert Fairnes Sunscren Lotion SPF 30 PA++,Beauty & Hygiene,Skin Care,Lakme,385,385,Body Care,4.5
263,Cotton Pads,Beauty & Hygiene,Health & Medicine,Tulips,80,80,Cotton & Ear Buds,4.4
264,Ashwagandha Powder,Gourmet & World Food,Drinks & Beverages,NUTRIWISH,400,400,Health Drinks,2.5
265,Frozen - Mixed Vegetables,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,93.5,110,Frozen Vegetables,4.1
266,Masala - Kitchen,"Foodgrains, Oil & Masala",Masalas & Spices,Aachi,29.7,33,Blended Masalas,5
267,Mustard/Sasive/Rai - Big,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,30,50,Whole Spices,4.2
268,Ayurvedic Soap,Beauty & Hygiene,Bath & Hand Wash,Chandrika ,230.4,288,Bathing Bars & Soaps,4.4
269,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324","Kitchen, Garden & Pets",Storage & Accessories,DP,169,309,Water & Fridge Bottles,
270,Perfume - Youth Dew EDP Spray,Beauty & Hygiene,Fragrances & Deos,Estee Lauder,3500,3500,Eau De Parfum,
271,Cotton Swabs,Beauty & Hygiene,Health & Medicine,Tulips,109,109,Cotton & Ear Buds,4
272,Organic Idly - Oats,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,125,125,Breakfast & Snack Mixes,
273,Red Curry,Gourmet & World Food,Cooking & Baking Needs,Real Thai,270,270,"Curry Paste, Coconut Milk",4.4
274,Hareli Kitchen Jar,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,409,502,Glassware,
275,Heavy Starch - Lemon Fresh Scent,Cleaning & Household,All Purpose Cleaners,Faultless,285,285,Imported Cleaners,4.5
276,United Dreams Go Far Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,1330,1900,Eau De Toilette,5
277,Ayurvedic Jamun Powder,Beauty & Hygiene,Health & Medicine,Meghdoot,60,60,Ayurveda,
278,So Soft 2 Ply Face Tissue Box,Cleaning & Household,"Disposables, Garbage Bag",Origami,140,140,"Paper Napkin, Tissue Box",4.1
279,"Pomegranate - Single Serve, Peeled",Fruits & Vegetables,Fresh Fruits,Fresho,34,42.5,"Cut Fruit, Tender Coconut",
280,Stevia Spoonable - Powder,Gourmet & World Food,Cooking & Baking Needs,So Sweet,320,320,Exotic Sugar & Salt,3.9
281,Ylang Ylang Essential Oil,Beauty & Hygiene,Skin Care,Aloe Veda,351,390,Aromatherapy,3
282,Toor/Arhar Dal,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,128,160,"Toor, Channa & Moong Dal",
283,Peristaltic Nipple - 'S' Hole,Baby Care,Feeding & Nursing,Pigeon Baby,99,99,Sippers & Bottles,
284,Fragrance Body Spray - Cool Blue,Beauty & Hygiene,Fragrances & Deos,Park avenue,159.5,290,Men's Deodorants,3.5
285,Vitamin C Brightening Peel Off Mask,Beauty & Hygiene,Skin Care,StBotanica,499,499,Face Care,
286,Almond & Rose Soap Value Pack,Beauty & Hygiene,Bath & Hand Wash,Himalaya,131.2,160,Bathing Bars & Soaps,4.3
287,Yippee Noodles - Magic Masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,61.2,68,Instant Noodles,4.3
288,Fields Of Gold Organic Foxtail Millet,"Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,90,90,Cereals & Millets,4.5
289,Arrabbiata Tomato Pasta Sauce With Chilli,Gourmet & World Food,"Sauces, Spreads & Dips",Montanini,325,325,Mustard & Cheese Sauces,5
290,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",Snacks & Branded Foods,Chocolates & Candies,Fabelle,350,350,Chocolates,4.5
291,Basil Seed Drink - Orange,Gourmet & World Food,Drinks & Beverages,Fruitoria,84.15,99,Gourmet Juices & Drinks,
292,Solution Anti Blackhead/Whitehead Masksheet (Pack of 10),Beauty & Hygiene,Skin Care,The Face Shop,900,1500,Face Care,
293,Acno Fight Pimple Clearing Gel,Beauty & Hygiene,Men's Grooming,Garnier Men,104.3,149,Face & Body,3.3
294,Pork Classic Salami,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,191.25,225,Pork & Ham,
295,Gold Flash - Mosquito Repellent Combo Machine & Refill,Cleaning & Household,Fresheners & Repellents,Good knight,226.16,257,Mosquito Repellent,4.3
296,Stainless Steel Airtight Storage Container - SL-1401,"Kitchen, Garden & Pets",Steel Utensils,Steel Lock,209,269,Steel Storage Containers,3.7
297,Organic Idly Podi - Ginger,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75,75,Breakfast & Snack Mixes,3.9
298,Whisky Cocktail Mixers - 100% Natural,Gourmet & World Food,Drinks & Beverages,Swa Artisanal Syrups,1200,1200,Gourmet Juices & Drinks,
299,Family Sunscreen Lotion SPF 25,Beauty & Hygiene,Skin Care,INATUR ,273,420,Face Care,1
300,Japanese Cooking Rice-Wine,Gourmet & World Food,Oils & Vinegar,Urban Platter,475,500,Flavoured & Other Oils,1
301,Coated Green Peas - Wasabi,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,93.5,110,Roasted Seeds & Nuts,4.1
302,Charminar Basmati Rice/Basmati Akki - Select,"Foodgrains, Oil & Masala",Rice & Rice Products,Kohinoor,399,569,Basmati Rice,3.9
303,Hide & Seek Choco Rolls,Snacks & Branded Foods,Biscuits & Cookies,Parle,37.5,50,Cream Biscuits & Wafers,4.3
304,"Hair Fall Control Kit - Oil, Shampoo & Serum",Beauty & Hygiene,Hair Care,Dr Batra's ,630,1050,Shampoo & Conditioner,5
305,"Anti-Acne Face Cleanser - With Salyclic Acid, For Oily Skin",Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,236,295,Face & Body,3
306,Gluten-Free Moong Dal Cheela/Dosa Mix,Gourmet & World Food,Cooking & Baking Needs,Graminway,259,259,Flours & Pre-Mixes,4.2
307,Milk Boiler - Aluminium,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,549,732,Cook And Serve,2.5
308,"Green Tea - Pure, Bio-Degradable",Gourmet & World Food,Drinks & Beverages,Tealia,297,297,Gourmet Tea & Tea Bags,
309,Cube Storage Glass Jar,"Kitchen, Garden & Pets",Storage & Accessories,Treo,249,370,Containers Sets,4.4
310,M1 Perfume Spray - For Men,Beauty & Hygiene,Fragrances & Deos,Engage,231,420,Men's Deodorants,4.3
311,Tulsi Mulethi Green Tea,Gourmet & World Food,Drinks & Beverages,Karma Kettle,300,300,Gourmet Tea & Tea Bags,
312,Nicer Dicer,"Kitchen, Garden & Pets",Kitchen Accessories,IRICH,475,1195,Choppers & Graters,2.6
313,Masala - Punjabi Chhole,"Foodgrains, Oil & Masala",Masalas & Spices,Tata Sampann,28.05,33,Blended Masalas,4.3
314,"Pork - Fresh Bacon, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,360,400,Pork & Ham,
315,Active Salt Toothpaste Saver Pack 300g + Sensitive Soft Bristles Toothbrush 4pcs,Beauty & Hygiene,Oral Care,Colgate,149.72,258,Toothpaste,
316,Silicone Feeding Nipple/Teat Regular Neck - Size XL,Baby Care,Feeding & Nursing,Vauva,150,150,Nursing Tools,
317,"Microwaveable Plastic Multiutility Bowl - Yellow, New Coral, L2272 YL","Kitchen, Garden & Pets",Storage & Accessories,Princeware,29,38,Containers Sets,3.6
318,Chicken Jalapeno Cheese Nuggets,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meatzza,285,300,Chicken Sausages,
319,Milk Delights Face Wash With Honey For Dry Skin,Beauty & Hygiene,Skin Care,Nivea,86.4,90,Face Care,4.2
320,Instaglow Oxygen Bleach,Beauty & Hygiene,Skin Care,Vlcc,63,70,Face Care,4.1
321,Soft Drink - Lime Flavoured,Beverages,Energy & Soft Drinks,Sprite,38,40,Cold Drinks,4.3
322,Coffee Creamer - Coffee-Mate,Gourmet & World Food,Drinks & Beverages,Nestle ,425,425,Coffee & Pre-Mix,
323,Royce Premium High Quality Pedal Plastic Dustbin / Garbage Bin - Blue,Cleaning & Household,Bins & Bathroom Ware,MVS,219,265,Dustbins,2.8
324,Khaas Shampoo Bar - Heena Amla,Beauty & Hygiene,Hair Care,Stonesoup,295,295,Shampoo & Conditioner,
325,Bubble Glass,"Kitchen, Garden & Pets",Crockery & Cutlery,Seven seas,789,1041,Glassware,
326,Dazzle Livid Lilac Dinner Set - White,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,1229,1895,Dinner Sets,3.8
327,Dhanwantharam Kwath,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,140,140,Ayurveda,
328,Suzzan Glass Bottle With Blue Cap,"Kitchen, Garden & Pets",Storage & Accessories,Treo,290,290,Water & Fridge Bottles,
329,Henko Detergent Bar - Stain Care 250 gm + Mr. White Detergent Powder 1 kg Pouch,Cleaning & Household,Detergents & Dishwash,bb Combo,87,95,Detergent Bars,
330,Tea - English Breakfast,Beverages,Tea,Typhoo,166,195,Tea Bags,4.5
331,Rolled Oats - Gluten Free + Gluten Free - Steel Cut Oats (each 500 g),Snacks & Branded Foods,Breakfast Cereals,True Elements,352,400,Oats & Porridge,
332,"Wafer Roll - Twister, Black With Vanilla Flavoured Cream",Gourmet & World Food,Chocolates & Biscuits,Delfi,275,275,"Cookies, Biscotti, Wafer",
333,Steel Cut Oats,Snacks & Branded Foods,Breakfast Cereals,NUTRIWISH,650,650,Oats & Porridge,3.5
334,Zucchini - Green,Fruits & Vegetables,Fresh Vegetables,Fresho,50,62.5,Exotic Vegetables,
335,Green Sliced Olives,Gourmet & World Food,Tinned & Processed Food,Habit,180,200,"Olive, Jalapeno, Gherkin",4
336,Ready To Eat - Khatta Meetha Poha,Snacks & Branded Foods,Ready To Cook & Eat,MTR,60,60,Breakfast & Snack Mixes,4.1
337,Roasted Soyanuts - Wasabi,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",FabBox,185,185,Roasted Seeds & Nuts,
338,Radiance Boost Orange Aroma Mask,Beauty & Hygiene,Skin Care,Organic Harvest,112.5,125,Face Care,2.5
339,Muffin/Cup Cake Vanilla 200 g + Choco Chip 200 g (Pack of 4 each),"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,318,318,Muffins & Cup Cakes,
340,Masala Oats - Veggie Twist,Snacks & Branded Foods,Snacks & Namkeen,Saffola,180,195,Oats & Porridge,4.2
341,Sunscreen Cream - Sunblock Anti Aging SPF UV 60,Beauty & Hygiene,Skin Care,Soft Touch,475,475,Face Care,4.5
342,Sunblock Lotion,Beauty & Hygiene,Skin Care,Aroma Magic ,178.5,210,Face Care,4.1
343,Copper Water Fliptop Bottle - Stripes,"Kitchen, Garden & Pets",Steel Utensils,Frestol,549,1299,Copper Utensils,2.4
344,For Men Evolution Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Jaguar,1900.8,3300,Eau De Toilette,
345,"Long & Black Shampoo - With Goodness Of Amla & Bhringraj, For Shiny, Black Hair",Beauty & Hygiene,Hair Care,Dabur Vatika,171,190,Shampoo & Conditioner,4.2
346,Toothpaste - Complete Care,Beauty & Hygiene,Oral Care,Neem ,65,80,Toothpaste,4.3
347,Olive Oil - Pomace,Gourmet & World Food,Oils & Vinegar,Oleiva Gold,3330,3330,"Pure, Pomace Olive Oil",3.5
348,Glass Set - Solo Shot Bar,"Kitchen, Garden & Pets",Crockery & Cutlery,Ocean,579,888,Glassware,
349,Bonacure Conditioner - Repair Rescue,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,900,900,Shampoo & Conditioner,5
350,Vegan Chipotle Mayo - Dairy-Free,Gourmet & World Food,"Sauces, Spreads & Dips",Urban Platter,332.5,350,Salad Dressings,3.4
351,Blueberry,Fruits & Vegetables,Fresh Fruits,Fresho,330,418.75,Exotic Fruits,
352,"Oregano - Organic, USDA Certified",Gourmet & World Food,Cooking & Baking Needs,Geo-Fresh,99,99,"Herbs, Seasonings & Rubs",4.2
353,Chunky Salsa - Mild,Gourmet & World Food,"Sauces, Spreads & Dips",Cornitos,140.25,165,"Hummus, Cheese, Salsa Dip",
354,Multigrain Energy Bar - Nuts n Seed,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Yoga bar,40,40,Cereal & Granola Bars,4
355,Active Fresh Gel Toothpaste,Beauty & Hygiene,Oral Care,Himalaya,45,50,Toothpaste,4.3
356,Hydro Replenish Radiance Day Crème with SPF 15,Beauty & Hygiene,Skin Care,Kaya Youth,104.3,149,Face Care,4.3
357,Anti-Hair Fall Shampoo,Beauty & Hygiene,Hair Care,Himalaya,123.5,130,Shampoo & Conditioner,4.2
358,"Cereal - Ragi, Rice & Mango With Milk",Baby Care,Baby Food & Formula,Slurrp Farm,300,300,Organic Baby Food,4
359,Fenugreek/Methi/Menthya,"Foodgrains, Oil & Masala",Masalas & Spices,bb Popular,18.4,30,Whole Spices,4.1
360,Hair Spa Oil Therapy,Beauty & Hygiene,Hair Care,Prakrta,370.5,390,Hair Oil & Serum,5
361,"Sauce - Bhut Jolokia, Sweet Chilli",Snacks & Branded Foods,"Spreads, Sauces, Ketchup",ENE,168.75,225,Chilli & Soya Sauce,5
362,Dry Fruit Mixed Chatpata,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,149,215,Dry Fruits & Berries,
363,Organic Coriander Powder,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,48,48,Organic Masalas & Spices,4.1
364,Stainless Steel Induction Base Tope,"Kitchen, Garden & Pets",Steel Utensils,Vinod,399,435,Bowls & Vessels,4.1
365,"Adult Cat Food Pocket Tuna 7 kg + Wet Meal Tuna In Jelly, for Adult Cat 1.02 kg","Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,1986.6,2220,Pet Meals & Treats,
366,"Pork - Mortadella with Olives, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,410.4,456,Pork & Ham,
367,Andhra Special Allam/Ginger Pickle,Snacks & Branded Foods,Pickles & Chutney,Delight Foods,210,210,Other Veg Pickle,2
368,New Dry Diapers - Medium,Baby Care,Diapers & Wipes,Huggies,388.88,425,Diapers,3.8
369,Fruit N Fibre Muesli - Mixed Fruit,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,320,320,Muesli,4.3
370,Basa Fish - Fillet Family Pack,"Eggs, Meat & Fish",Fish & Seafood,Seastar,499,499,Frozen Fish & Seafood,
371,Baby Corn - Sweet & Sour,Gourmet & World Food,Tinned & Processed Food,Hugo Reitzel ,607.75,715,Tomatoes & Vegetables,5
372,Kool - Badam,"Bakery, Cakes & Dairy",Dairy,Amul,20,20,"Flavoured, Soya Milk",4.2
373,Creamy Crackers - Original,Gourmet & World Food,Chocolates & Biscuits,Sapphire,180,180,Crackers & Digestive,4.3
374,Dried - Cranberries 200G + Prunes 200G + Apricots  200G + Blueberries 150G,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,1280,1280,Dry Fruits & Berries,
375,Milly Magic Chocolate Balls - Gluten Free,Snacks & Branded Foods,Breakfast Cereals,Schar,485,485,Kids Cereal,4
376,Millet Based Nutrition Bar - Classic,Gourmet & World Food,Cereals & Breakfast,Ah!rogya Bar,20,20,Cereal & Granola Bars,4
377,"Bathroom Cleaner - Liquid, Hand Made",Cleaning & Household,All Purpose Cleaners,Wild Ideas,120,120,Toilet Cleaners,3.5
378,Kodo Millet Rice - Pesticide Free,"Foodgrains, Oil & Masala",Dals & Pulses,Safe Harvest,84.15,85,Cereals & Millets,4.1
379,Amla Juice,Beverages,Fruit Juices & Drinks,Patanjali,220,220,Juices,
380,Cheddar - English,Gourmet & World Food,Dairy & Cheese,Dairy Craft,530,530,International Cheese,
381,Power - Fresh Breath Fluoride Toothpaste 100 g + Sensitive Toothpaste 80 g,Beauty & Hygiene,Oral Care,Clove,203.99,240,Toothpaste,
382,"Matcha Moringa Bar Bites - Mini, Gluten-free, Vegan",Gourmet & World Food,Chocolates & Biscuits,She made,112.56,168,"Cookies, Biscotti, Wafer",
383,Sugar Free Juice - Lemon Ginger Squash,Beverages,Fruit Juices & Drinks,Diabetics Dezire,330,330,Juices,
384,Wipeout Germ Killing Soap,Beauty & Hygiene,Bath & Hand Wash,MyGlamm,55.2,69,Hand Wash & Sanitizers,4
385,Jelly Crystal - Raspberry,Gourmet & World Food,Cooking & Baking Needs,Puramate,40.5,45,"Baking, Cake Decorations",4.4
386,Black Tea,Beverages,Tea,Tetley,155,155,Tea Bags,4.3
387,Grainy Delight,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutriplate,150,150,Roasted Seeds & Nuts,
388,"Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",Cleaning & Household,"Mops, Brushes & Scrubs",Liao,239.2,299,Dust Cloth & Wipes,4.3
389,Amla Churna,Beauty & Hygiene,Health & Medicine,Dabur,80,80,Ayurveda,
390,Professional Herbal Orange Facial Massage Cream,Beauty & Hygiene,Skin Care,Olivia,191.25,225,Body Care,
391,Eggless Mayonnaise Dip,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,119,149,Salad Dressings,
392,Nilgiri Green Tea - Yakuso Tulsi,Gourmet & World Food,Drinks & Beverages,Teamonk,525,750,Gourmet Tea & Tea Bags,
393,"Peri Peri Sauce - Bird Eye Chili, Hot & Tangy",Gourmet & World Food,"Sauces, Spreads & Dips",Habanero,161.1,179,Thai & Asian Sauces,4.1
394,"Menstrual Cup - Wings, Pratham",Beauty & Hygiene,Feminine Hygiene,Stonesoup,489,489,Tampons & Menstrual Cups,
395,Wonderz Milk Fruit N Milk - Mango,"Bakery, Cakes & Dairy",Dairy,Sunfeast,29.75,35,"Flavoured, Soya Milk",4.1
396,Cow Ghee/Tuppa,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Himalayan Natives,432,540,Ghee & Vanaspati,3.4
397,"Organic - Black Cardamom Ealachi, Whole","Foodgrains, Oil & Masala",Organic Staples,bb Royal,44,47,Organic Masalas & Spices,4
398,Ultimate Choco Berry,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,950,950,Granola & Cereal Bars,4.9
399,Steel Belly Shape Storage Dabba/ Container Set With PP Lid - Silver & Blue,"Kitchen, Garden & Pets",Steel Utensils,Jensons,219,995,Steel Storage Containers,3.8
400,Kool - Koko,"Bakery, Cakes & Dairy",Dairy,Amul,111,120,"Flavoured, Soya Milk",4.3
401,"Apple Cider Vinegar - With Mother, Unfiltered & Unpasteurized",Gourmet & World Food,Oils & Vinegar,TrueNature,500,500,Balsamic & Cider Vinegar,5
402,Dare Deodorant Spray - Men,Beauty & Hygiene,Fragrances & Deos,Kamasutra,210,210,Men's Deodorants,3.9
403,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20247),"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2060,2290,Pressure Cookers,3.3
404,Hydrating Body Lotion,Beauty & Hygiene,Skin Care,Nutrinorm,349,349,Body Care,4
405,Nuts & Seeds Bar,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,36,40,Granola & Cereal Bars,3.8
406,"Nacho Chips - Cheese With Herbs, No Onion, No Garlic",Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Makino,46.9,70,Nachos & Chips,4.2
407,Pistachio,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Rostaa,307.2,480,Dry Fruits & Berries,
408,7 O Click - Permasharp Stainless Blade,Beauty & Hygiene,Men's Grooming,Gillette,21.56,22,Shaving Care,4.1
409,Classic Sandalwood & Tulsi Hand Wash,Beauty & Hygiene,Bath & Hand Wash,Santoor,209,209,Hand Wash & Sanitizers,3.8
410,Chai/Stainless Steel Cups - For The Love Of Tea,"Kitchen, Garden & Pets",Crockery & Cutlery,Hot Muggs,395,395,"Cups, Mugs & Tumblers",
411,Brass Karpoor Arti - No.2,Cleaning & Household,Pooja Needs,Trm,109,225,Other Pooja Needs,3.8
412,Nikhaar Hair Removal Cream For All Skin Types,Beauty & Hygiene,Feminine Hygiene,Veet,82,82,Hair Removal,4.1
413,Original Care Lip Balm For 24h Moisture With Shea Butter & Natural Oils,Beauty & Hygiene,Skin Care,Nivea,114.8,140,Lip Care,4.3
414,"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia","Kitchen, Garden & Pets",Flask & Casserole,Milton,739,910,Casserole,3.5
415,Sunspray Sunscreen SPF 30,Beauty & Hygiene,Skin Care,INATUR ,292.5,450,Face Care,
416,Vastu Combo Pack - Floor Cleaner + toilet cleaner,Cleaning & Household,All Purpose Cleaners,Runaway,319,319,Floor & Other Cleaners,3.6
417,"Water Flask - Insulated Thermosteel, Flip Lid , Silver","Kitchen, Garden & Pets",Flask & Casserole,Milton,879,1095,Vacuum Flask,4.2
418,Drumstick - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,13,16.25,Organic Vegetables,
419,Up Or Down Eau De Toilette Deodorant - For Man,Beauty & Hygiene,Men's Grooming,Nike,223.2,279,Men's Deodorants,
420,"Ultra Healing - Extra Dry Skin Moisturiser With Vitamin C, E & B5",Beauty & Hygiene,Skin Care,Jergens,296.1,329,Body Care,2
421,"Organic, Fennel /Saunf/Sompu Powder","Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,23,25,Organic Masalas & Spices,4.1
422,Coconut Braker - Big,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,129,169,Kitchen Tools & Other Accessories,3
423,Truffel - Caramel,Snacks & Branded Foods,Chocolates & Candies,Dukes,190,200,Chocolates,3.7
424,Conditioner - Hair Repair,Beauty & Hygiene,Hair Care,Richfeel,161,161,Shampoo & Conditioner,
425,"Stainless Steel Water Bottle - Blue, BB506 3","Kitchen, Garden & Pets",Storage & Accessories,DP,249,470,Water & Fridge Bottles,
426,Mischief Avatar Deodorant & Body Spray Perfume For Men,Beauty & Hygiene,Fragrances & Deos,Set Wet,121,199,Men's Deodorants,3.8
427,Skin Fruits Fruit Moisturising Body Lotion,Beauty & Hygiene,Skin Care,Joy,68.85,81,Body Care,4.1
428,Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,Cleaning & Household,All Purpose Cleaners,Corsafe Advance,100,100,Disinfectant Spray & Cleaners,
